Run_ID,Test_Start,Station_ID,Serial_Number,Test_Socket,Test_Status,Test_Time_Sec,Step_Name,Data
698,2022-02-21T09:28:47.000Z,BRM-DQ1VH63,352C3609,-1,Passed,557,Apply DUT Power,0.155
699,2022-02-21T09:42:41.000Z,BRM-DQ1VH63,352C3569,-1,Passed,601,Apply DUT Power,0.125
700,2022-02-21T09:55:58.000Z,BRM-DQ1VH63,352C3592,-1,Passed,591,Apply DUT Power,0.121
701,2022-02-21T10:10:45.000Z,BRM-DQ1VH63,352C3593,-1,Passed,572,Apply DUT Power,0.128
702,2022-02-21T10:28:29.000Z,BRM-DQ1VH63,352C3591,-1,Passed,658,Apply DUT Power,0.124
703,2022-02-21T10:41:50.000Z,BRM-DQ1VH63,352C3598,-1,Passed,572,Apply DUT Power,0.135
704,2022-02-21T10:55:19.000Z,BRM-DQ1VH63,352C3596,-1,Passed,553,Apply DUT Power,0.115
705,2022-02-21T11:42:39.000Z,BRM-DQ1VH63,352C3595,-1,Passed,530,Apply DUT Power,0.125
706,2022-02-21T11:52:31.000Z,BRM-DQ1VH63,352C3603,-1,Passed,537,Apply DUT Power,0.118
709,2022-02-21T12:14:34.000Z,BRM-DQ1VH63,352C3597,-1,Passed,607,Apply DUT Power,0.129
710,2022-02-21T12:26:55.000Z,BRM-DQ1VH63,352C3586,-1,Passed,531,Apply DUT Power,0.125
711,2022-02-21T12:42:11.000Z,BRM-DQ1VH63,352C3620,-1,Passed,553,Apply DUT Power,0.129
713,2022-02-21T12:55:25.000Z,BRM-DQ1VH63,352C3607,-1,Passed,512,Apply DUT Power,0.108
714,2022-02-21T13:04:42.000Z,BRM-DQ1VH63,352C3613,-1,Passed,886,Apply DUT Power,0.137
715,2022-02-21T13:23:43.000Z,BRM-DQ1VH63,352C3606,-1,Passed,684,Apply DUT Power,0.137
716,2022-02-21T13:43:19.000Z,BRM-DQ1VH63,352C3601,-1,Passed,575,Apply DUT Power,0.113
717,2022-02-21T13:59:44.000Z,BRM-DQ1VH63,352C3605,-1,Passed,521,Apply DUT Power,0.141
718,2022-02-21T14:09:01.000Z,BRM-DQ1VH63,352C3646,-1,Passed,828,Apply DUT Power,0.115
719,2022-02-21T14:25:45.000Z,BRM-DQ1VH63,352C3617,-1,Passed,572,Apply DUT Power,0.132
721,2022-02-21T14:44:47.000Z,BRM-DQ1VH63,352C3611,-1,Passed,581,Apply DUT Power,0.108
722,2022-02-21T14:55:50.000Z,BRM-DQ1VH63,352C3614,-1,Passed,540,Apply DUT Power,0.129
723,2022-02-21T15:06:11.000Z,BRM-DQ1VH63,352C3610,-1,Passed,560,Apply DUT Power,0.118
724,2022-02-21T15:17:14.000Z,BRM-DQ1VH63,352C3608,-1,Passed,555,Apply DUT Power,0.137
725,2022-02-21T15:28:57.000Z,BRM-DQ1VH63,352C3604,-1,Passed,592,Apply DUT Power,0.115
726,2022-02-21T15:39:22.000Z,BRM-DQ1VH63,352C3648,-1,Passed,561,Apply DUT Power,0.122
727,2022-02-22T04:15:25.000Z,BRM-DQ1VH63,352C3580,-1,Failed,534,Apply DUT Power,0.119
728,2022-02-22T04:43:31.000Z,BRM-DQ1VH63,352C3616,-1,Passed,549,Apply DUT Power,0.114
729,2022-02-22T04:53:20.000Z,BRM-DQ1VH63,352C3619,-1,Passed,564,Apply DUT Power,0.132
730,2022-02-22T05:20:58.000Z,BRM-DQ1VH63,352C3615,-1,Passed,1498,Apply DUT Power,0.142
731,2022-02-22T05:52:25.000Z,BRM-DQ1VH63,352C3580,-1,Failed,1142,Apply DUT Power,0.112
732,2022-02-22T06:20:48.000Z,BRM-DQ1VH63,352C3618,-1,Passed,549,Apply DUT Power,0.12
733,2022-02-22T06:47:42.000Z,BRM-DQ1VH63,352C3651,-1,Passed,580,Apply DUT Power,0.133
734,2022-02-22T07:00:27.000Z,BRM-DQ1VH63,352C3630,-1,Passed,531,Apply DUT Power,0.124
735,2022-02-22T07:11:52.000Z,BRM-DQ1VH63,352C3628,-1,Passed,550,Apply DUT Power,0.117
736,2022-02-22T07:21:47.000Z,BRM-DQ1VH63,352C3621,-1,Passed,534,Apply DUT Power,0.137
738,2022-02-22T08:27:00.000Z,BRM-DQ1VH63,352C3622,-1,Passed,580,Apply DUT Power,0.135
739,2022-02-22T08:40:07.000Z,BRM-DQ1VH63,352C3599,-1,Passed,571,Apply DUT Power,0.131
740,2022-02-22T08:50:19.000Z,BRM-DQ1VH63,352C3600,-1,Passed,625,Apply DUT Power,0.115
741,2022-02-22T09:02:50.000Z,BRM-DQ1VH63,352C3602,-1,Passed,765,Apply DUT Power,0.126
742,2022-02-22T09:20:47.000Z,BRM-DQ1VH63,352C3649,-1,Passed,603,Apply DUT Power,0.133
743,2022-02-22T09:31:32.000Z,BRM-DQ1VH63,352C3627,-1,Passed,669,Apply DUT Power,0.138
744,2022-02-22T12:37:32.000Z,BRM-DQ1VH63,352C3580,-1,Failed,676,Apply DUT Power,0.128
746,2022-02-22T13:11:16.000Z,BRM-DQ1VH63,352C3581,-1,Failed,729,Apply DUT Power,0.11
747,2022-02-22T13:36:25.000Z,BRM-DQ1VH63,352C3581,-1,Failed,718,Apply DUT Power,0.117
749,2022-02-22T15:08:40.000Z,BRM-DQ1VH63,352C3594,-1,Passed,601,Apply DUT Power,0.112
751,2022-02-22T15:30:25.000Z,BRM-DQ1VH63,352C3580,-1,Failed,579,Apply DUT Power,0.121
752,2022-02-22T15:50:46.000Z,BRM-DQ1VH63,352C3047,-1,Passed,598,Apply DUT Power,0.124
753,2022-02-22T16:01:48.000Z,BRM-DQ1VH63,352C3042,-1,Passed,599,Apply DUT Power,0.135
754,2022-02-23T03:55:36.000Z,BRM-DQ1VH63,352C3626,-1,Passed,779,Apply DUT Power,0.13
756,2022-02-23T04:37:47.000Z,BRM-DQ1VH63,352C3612,-1,Passed,529,Apply DUT Power,0.134
757,2022-02-23T04:47:50.000Z,BRM-DQ1VH63,352C3594,-1,Passed,639,Apply DUT Power,0.115
759,2022-02-23T05:01:57.000Z,BRM-DQ1VH63,352C3623,-1,Passed,541,Apply DUT Power,0.125
760,2022-02-23T05:14:39.000Z,BRM-DQ1VH63,352C3631,-1,Passed,559,Apply DUT Power,0.12
761,2022-02-23T05:28:48.000Z,BRM-DQ1VH63,352C3629,-1,Passed,583,Apply DUT Power,0.12
762,2022-02-23T05:47:50.000Z,BRM-DQ1VH63,352C3635,-1,Passed,554,Apply DUT Power,0.125
763,2022-02-23T05:58:17.000Z,BRM-DQ1VH63,352C3638,-1,Passed,582,Apply DUT Power,0.125
764,2022-02-23T06:13:38.000Z,BRM-DQ1VH63,352C3647,-1,Passed,538,Apply DUT Power,0.135
766,2022-02-23T06:53:02.000Z,BRM-DQ1VH63,352C3633,-1,Passed,560,Apply DUT Power,0.115
767,2022-02-23T07:07:32.000Z,BRM-DQ1VH63,352C3632,-1,Passed,634,Apply DUT Power,0.111
768,2022-02-23T07:19:57.000Z,BRM-DQ1VH63,352C3650,-1,Failed,672,Apply DUT Power,0.121
769,2022-02-23T07:40:12.000Z,BRM-DQ1VH63,352C3650,-1,Passed,664,Apply DUT Power,0.112
770,2022-02-23T07:52:13.000Z,BRM-DQ1VH63,352C3624,-1,Passed,588,Apply DUT Power,0.13
771,2022-02-23T09:01:09.000Z,BRM-DQ1VH63,352C2982,-1,Passed,579,Apply DUT Power,0.116
772,2022-02-23T09:14:28.000Z,BRM-DQ1VH63,352C3643,-1,Passed,653,Apply DUT Power,0.137
774,2022-02-23T09:28:29.000Z,BRM-DQ1VH63,352C3636,-1,Passed,516,Apply DUT Power,0.107
775,2022-02-23T09:38:35.000Z,BRM-DQ1VH63,352C3637,-1,Passed,718,Apply DUT Power,0.142
776,2022-02-23T10:00:24.000Z,BRM-DQ1VH63,352C3653,-1,Passed,606,Apply DUT Power,0.137
777,2022-02-23T10:11:20.000Z,BRM-DQ1VH63,352C3644,-1,Passed,570,Apply DUT Power,0.137
778,2022-02-23T10:30:32.000Z,BRM-DQ1VH63,352C3641,-1,Passed,606,Apply DUT Power,0.137
779,2022-02-23T10:41:18.000Z,BRM-DQ1VH63,352C3640,-1,Passed,563,Apply DUT Power,0.133
780,2022-02-23T10:54:24.000Z,BRM-DQ1VH63,352C3642,-1,Passed,555,Apply DUT Power,0.142
781,2022-02-23T11:34:26.000Z,BRM-DQ1VH63,352C3645,-1,Passed,667,Apply DUT Power,0.119
782,2022-02-23T11:46:44.000Z,BRM-DQ1VH63,352C3662,-1,Passed,589,Apply DUT Power,0.129
784,2022-02-23T12:00:00.000Z,BRM-DQ1VH63,352C3659,-1,Passed,592,Apply DUT Power,0.108
785,2022-02-23T12:11:20.000Z,BRM-DQ1VH63,352C3634,-1,Passed,550,Apply DUT Power,0.115
786,2022-02-23T12:22:30.000Z,BRM-DQ1VH63,352C3625,-1,Passed,565,Apply DUT Power,0.131
787,2022-02-23T12:32:44.000Z,BRM-DQ1VH63,352C3639,-1,Passed,624,Apply DUT Power,0.134
792,2022-02-23T13:50:57.000Z,BRM-DQ1VH63,352C3580,-1,Passed,564,Apply DUT Power,0.122
794,2022-02-23T14:16:18.000Z,BRM-DQ1VH63,352C3652,-1,Passed,560,Apply DUT Power,0.119
795,2022-02-23T14:29:08.000Z,BRM-DQ1VH63,352C3655,-1,Passed,552,Apply DUT Power,0.139
797,2022-02-23T14:45:43.000Z,BRM-DQ1VH63,352C3657,-1,Failed,692,Apply DUT Power,0.125
798,2022-02-23T15:01:34.000Z,BRM-DQ1VH63,352C3656,-1,Passed,1064,Apply DUT Power,0.138
799,2022-02-23T15:31:10.000Z,BRM-DQ1VH63,352C3658,-1,Passed,697,Apply DUT Power,0.121
800,2022-02-24T04:15:53.000Z,BRM-DQ1VH63,352C3660,-1,Passed,692,Apply DUT Power,0.124
801,2022-02-24T04:29:13.000Z,BRM-DQ1VH63,352C3661,-1,Passed,570,Apply DUT Power,0.141
802,2022-02-24T04:41:20.000Z,BRM-DQ1VH63,352C3664,-1,Passed,553,Apply DUT Power,0.127
803,2022-02-24T04:53:07.000Z,BRM-DQ1VH63,352C3663,-1,Passed,545,Apply DUT Power,0.126
804,2022-02-24T05:03:19.000Z,BRM-DQ1VH63,352C3665,-1,Passed,556,Apply DUT Power,0.141
805,2022-02-24T05:13:17.000Z,BRM-DQ1VH63,352C3666,-1,Passed,614,Apply DUT Power,0.119
806,2022-02-24T05:24:35.000Z,BRM-DQ1VH63,352C3654,-1,Passed,572,Apply DUT Power,0.127
807,2022-02-24T05:35:23.000Z,BRM-DQ1VH63,352C3667,-1,Passed,557,Apply DUT Power,0.131
809,2022-02-24T06:30:37.000Z,BRM-DQ1VH63,352C3668,-1,Passed,807,Apply DUT Power,0.11
810,2022-02-24T06:58:29.000Z,BRM-DQ1VH63,352C3669,-1,Passed,555,Apply DUT Power,0.126
811,2022-02-24T07:26:55.000Z,BRM-DQ1VH63,352C3670,-1,Passed,559,Apply DUT Power,0.142
812,2022-02-24T07:36:55.000Z,BRM-DQ1VH63,352C3671,-1,Passed,1040,Apply DUT Power,0.143
815,2022-02-24T09:28:57.000Z,BRM-DQ1VH63,352C3673,-1,Passed,715,Apply DUT Power,0.138
816,2022-02-24T09:47:36.000Z,BRM-DQ1VH63,352C3674,-1,Passed,607,Apply DUT Power,0.143
817,2022-02-24T09:58:29.000Z,BRM-DQ1VH63,352C3675,-1,Passed,609,Apply DUT Power,0.127
818,2022-02-24T10:18:19.000Z,BRM-DQ1VH63,352C3676,-1,Passed,887,Apply DUT Power,0.122
822,2022-02-24T10:58:02.000Z,BRM-DQ1VH63,352C3678,-1,Passed,626,Apply DUT Power,0.109
823,2022-02-24T11:43:43.000Z,BRM-DQ1VH63,352C3682,-1,Passed,1211,Apply DUT Power,0.141
824,2022-02-24T12:06:33.000Z,BRM-DQ1VH63,352C3681,-1,Passed,642,Apply DUT Power,0.132
825,2022-02-24T12:35:52.000Z,BRM-DQ1VH63,352C3680,-1,Passed,1231,Apply DUT Power,0.142
826,2022-02-24T13:03:34.000Z,BRM-DQ1VH63,352C3683,-1,Passed,617,Apply DUT Power,0.142
827,2022-02-24T13:16:07.000Z,BRM-DQ1VH63,352C3679,-1,Passed,744,Apply DUT Power,0.141
828,2022-02-24T13:31:08.000Z,BRM-DQ1VH63,352C3672,-1,Passed,543,Apply DUT Power,0.132
829,2022-02-24T13:41:13.000Z,BRM-DQ1VH63,352C3677,-1,Passed,583,Apply DUT Power,0.155
830,2022-02-25T07:30:13.000Z,BRM-DQ1VH63,352C3657,-1,Passed,554,Apply DUT Power,0.125
832,2022-02-25T08:24:14.000Z,BRM-DQ1VH63,352C3565,-1,Passed,540,Apply DUT Power,0.121
834,2022-02-25T09:07:39.000Z,BRM-DQ1VH63,352C3581,-1,Failed,14867,Apply DUT Power,0.125
835,2022-02-28T04:21:38.000Z,BRM-DQ1VH63,352C3581,-1,Passed,951,Apply DUT Power,0.138
836,2022-02-28T04:41:37.000Z,BRM-DQ1VH63,352C3684,-1,Passed,656,Apply DUT Power,0.136
837,2022-02-28T04:54:28.000Z,BRM-DQ1VH63,352C3685,-1,Passed,533,Apply DUT Power,0.128
838,2022-02-28T05:04:42.000Z,BRM-DQ1VH63,352C3686,-1,Passed,524,Apply DUT Power,0.132
839,2022-02-28T05:15:21.000Z,BRM-DQ1VH63,352C3687,-1,Passed,558,Apply DUT Power,0.132
840,2022-02-28T05:28:13.000Z,BRM-DQ1VH63,352C3688,-1,Passed,629,Apply DUT Power,0.155
841,2022-02-28T05:40:45.000Z,BRM-DQ1VH63,352C3689,-1,Passed,701,Apply DUT Power,0.125
842,2022-02-28T05:53:14.000Z,BRM-DQ1VH63,352C3690,-1,Passed,613,Apply DUT Power,0.122
843,2022-02-28T06:04:13.000Z,BRM-DQ1VH63,352C3691,-1,Passed,933,Apply DUT Power,0.127
844,2022-02-28T06:31:32.000Z,BRM-DQ1VH63,352C3693,-1,Passed,668,Apply DUT Power,0.141
845,2022-02-28T07:00:12.000Z,BRM-DQ1VH63,352C3692,-1,Passed,600,Apply DUT Power,0.138
846,2022-02-28T07:11:21.000Z,BRM-DQ1VH63,352C3694,-1,Passed,859,Apply DUT Power,0.123
850,2022-03-01T08:35:44.000Z,BRM-DQ1VH63,352B3823,-1,Passed,578,Apply DUT Power,0.031
851,2022-03-03T08:38:54.000Z,BRM-DQ1VH63,352C3696,-1,Passed,708,Apply DUT Power,0.119
853,2022-03-03T08:55:33.000Z,BRM-DQ1VH63,352C3700,-1,Passed,834,Apply DUT Power,0.131
854,2022-03-03T09:11:01.000Z,BRM-DQ1VH63,352C3697,-1,Passed,556,Apply DUT Power,0.125
855,2022-03-03T09:22:48.000Z,BRM-DQ1VH63,352C3698,-1,Passed,555,Apply DUT Power,0.125
857,2022-03-03T09:37:49.000Z,BRM-DQ1VH63,352C3699,-1,Passed,761,Apply DUT Power,0.127
859,2022-03-03T10:03:02.000Z,BRM-DQ1VH63,352C3701,-1,Passed,639,Apply DUT Power,0.135
860,2022-03-03T10:24:35.000Z,BRM-DQ1VH63,352C3702,-1,Passed,606,Apply DUT Power,0.139
863,2022-03-03T11:47:50.000Z,BRM-DQ1VH63,352C3705,-1,Passed,540,Apply DUT Power,0.106
864,2022-03-03T11:57:41.000Z,BRM-DQ1VH63,352C3703,-1,Passed,549,Apply DUT Power,0.138
865,2022-03-03T12:10:59.000Z,BRM-DQ1VH63,352C3704,-1,Passed,1038,Apply DUT Power,0.129
866,2022-03-03T12:31:15.000Z,BRM-DQ1VH63,352C3695,-1,Failed,599,Apply DUT Power,0.131
867,2022-03-03T12:43:00.000Z,BRM-DQ1VH63,352C3706,-1,Failed,756,Apply DUT Power,0.121
868,2022-03-03T13:33:43.000Z,BRM-DQ1VH63,352C3706,-1,Passed,2186,Apply DUT Power,0.12
869,2022-03-04T04:20:19.000Z,BRM-DQ1VH63,352C3695,-1,Passed,955,Apply DUT Power,0.132
870,2022-03-04T05:04:13.000Z,BRM-DQ1VH63,352C3695,-1,Passed,994,Apply DUT Power,0.122
872,2022-03-17T08:29:46.000Z,BRM-DQ1VH63,352B3818,-1,Passed,535,Apply DUT Power,0.129
873,2022-03-17T09:01:34.000Z,BRM-DQ1VH63,352C0614,-1,Passed,540,Apply DUT Power,0.133
874,2022-03-17T09:42:04.000Z,BRM-DQ1VH63,352B9343,-1,Passed,564,Apply DUT Power,0.128
875,2022-03-22T10:28:31.000Z,BRM-DQ1VH63,352C0958,-1,Passed,570,Apply DUT Power,0.138
876,2022-03-23T14:20:35.000Z,BRM-DQ1VH63,352C2804,-1,Passed,697,Apply DUT Power,0.39
878,2022-03-24T07:36:22.000Z,BRM-DQ1VH63,352C3707,-1,Passed,769,Apply DUT Power,0.127
879,2022-03-24T07:49:47.000Z,BRM-DQ1VH63,352C3708,-1,Passed,868,Apply DUT Power,0.138
880,2022-03-24T08:27:45.000Z,BRM-DQ1VH63,352C3709,-1,Passed,631,Apply DUT Power,0.121
881,2022-03-24T08:38:44.000Z,BRM-DQ1VH63,352C3710,-1,Passed,660,Apply DUT Power,0.114
882,2022-03-24T08:51:18.000Z,BRM-DQ1VH63,352C3711,-1,Passed,803,Apply DUT Power,0.137
883,2022-03-24T09:08:06.000Z,BRM-DQ1VH63,352C3712,-1,Passed,1023,Apply DUT Power,0.126
884,2022-03-24T09:52:50.000Z,BRM-DQ1VH63,352C3713,-1,Passed,818,Apply DUT Power,0.127
887,2022-03-24T10:41:22.000Z,BRM-DQ1VH63,352C3714,-1,Passed,598,Apply DUT Power,0.132
889,2022-03-24T11:37:14.000Z,BRM-DQ1VH63,352C3715,-1,Passed,666,Apply DUT Power,0.113
890,2022-03-24T11:54:39.000Z,BRM-DQ1VH63,352C3716,-1,Passed,594,Apply DUT Power,0.135
891,2022-03-24T12:12:24.000Z,BRM-DQ1VH63,352C3717,-1,Passed,773,Apply DUT Power,0.125
892,2022-03-24T12:31:23.000Z,BRM-DQ1VH63,352C3718,-1,Passed,633,Apply DUT Power,0.136
893,2022-03-24T12:43:26.000Z,BRM-DQ1VH63,352C3719,-1,Passed,576,Apply DUT Power,0.134
894,2022-03-24T12:56:58.000Z,BRM-DQ1VH63,352C3721,-1,Passed,808,Apply DUT Power,0.12
895,2022-03-24T13:28:19.000Z,BRM-DQ1VH63,352C3722,-1,Passed,626,Apply DUT Power,0.126
897,2022-03-24T13:48:35.000Z,BRM-DQ1VH63,352C3724,-1,Passed,658,Apply DUT Power,0.149
899,2022-03-24T14:05:46.000Z,BRM-DQ1VH63,352C3723,-1,Passed,702,Apply DUT Power,0.132
901,2022-03-24T14:22:51.000Z,BRM-DQ1VH63,352C3720,-1,Passed,564,Apply DUT Power,0.131
902,2022-03-24T14:35:51.000Z,BRM-DQ1VH63,352C3725,-1,Passed,758,Apply DUT Power,0.125
904,2022-03-24T15:01:39.000Z,BRM-DQ1VH63,352C3726,-1,Passed,883,Apply DUT Power,0.12
905,2022-03-24T15:18:14.000Z,BRM-DQ1VH63,352C3727,-1,Passed,616,Apply DUT Power,0.12
906,2022-03-24T15:32:49.000Z,BRM-DQ1VH63,352C3728,-1,Passed,586,Apply DUT Power,0.133
907,2022-03-25T04:00:11.000Z,BRM-DQ1VH63,352C3729,-1,Passed,608,Apply DUT Power,0.126
908,2022-03-25T04:24:25.000Z,BRM-DQ1VH63,352C3730,-1,Passed,652,Apply DUT Power,0.113
909,2022-03-25T04:36:15.000Z,BRM-DQ1VH63,352C3731,-1,Passed,572,Apply DUT Power,0.132
910,2022-03-25T04:47:20.000Z,BRM-DQ1VH63,352C3732,-1,Passed,555,Apply DUT Power,0.118
911,2022-03-25T04:57:24.000Z,BRM-DQ1VH63,352C3733,-1,Passed,566,Apply DUT Power,0.142
912,2022-03-25T05:07:16.000Z,BRM-DQ1VH63,352C3734,-1,Passed,657,Apply DUT Power,0.134
913,2022-03-25T05:19:01.000Z,BRM-DQ1VH63,352C3735,-1,Passed,576,Apply DUT Power,0.123
914,2022-03-25T05:29:40.000Z,BRM-DQ1VH63,352C3737,-1,Passed,611,Apply DUT Power,0.136
915,2022-03-25T05:40:15.000Z,BRM-DQ1VH63,352C3736,-1,Passed,558,Apply DUT Power,0.131
921,2022-03-25T06:29:17.000Z,BRM-DQ1VH63,352C3739,-1,Passed,621,Apply DUT Power,0.123
922,2022-03-25T06:40:21.000Z,BRM-DQ1VH63,352C3738,-1,Passed,801,Apply DUT Power,0.117
923,2022-03-25T06:54:26.000Z,BRM-DQ1VH63,352C3740,-1,Passed,608,Apply DUT Power,0.123
924,2022-03-25T07:07:17.000Z,BRM-DQ1VH63,352C3741,-1,Passed,592,Apply DUT Power,0.113
925,2022-03-25T07:20:19.000Z,BRM-DQ1VH63,352C3742,-1,Passed,654,Apply DUT Power,0.118
926,2022-03-25T07:33:39.000Z,BRM-DQ1VH63,352C3743,-1,Failed,739,Apply DUT Power,0.136
929,2022-03-25T08:31:12.000Z,BRM-DQ1VH63,352C3744,-1,Passed,826,Apply DUT Power,0.119
930,2022-03-25T08:48:10.000Z,BRM-DQ1VH63,352C3745,-1,Passed,622,Apply DUT Power,0.129
931,2022-03-25T08:59:51.000Z,BRM-DQ1VH63,352C3743,-1,Passed,736,Apply DUT Power,0.124
932,2022-03-25T09:13:33.000Z,BRM-DQ1VH63,352C3746,-1,Passed,918,Apply DUT Power,0.126
933,2022-03-25T09:40:55.000Z,BRM-DQ1VH63,352C3747,-1,Passed,875,Apply DUT Power,0.132
935,2022-03-25T10:08:47.000Z,BRM-DQ1VH63,352C3748,-1,Failed,611,Apply DUT Power,0.124
936,2022-03-25T10:23:24.000Z,BRM-DQ1VH63,352C3748,-1,Passed,530,Apply DUT Power,0.111
937,2022-03-25T10:39:43.000Z,BRM-DQ1VH63,352C3749,-1,Failed,1022,Apply DUT Power,0.121
940,2022-03-25T12:09:27.000Z,BRM-DQ1VH63,352C3750,-1,Passed,645,Apply DUT Power,0.129
941,2022-03-25T12:42:18.000Z,BRM-DQ1VH63,352C3751,-1,Passed,1304,Apply DUT Power,0.121
942,2022-03-25T13:07:49.000Z,BRM-DQ1VH63,352C3752,-1,Passed,557,Apply DUT Power,0.123
943,2022-03-25T13:19:08.000Z,BRM-DQ1VH63,352C3753,-1,Passed,651,Apply DUT Power,0.138
944,2022-03-25T13:58:23.000Z,BRM-DQ1VH63,352C3754,-1,Passed,617,Apply DUT Power,0.113
945,2022-03-25T14:36:52.000Z,BRM-DQ1VH63,352C3755,-1,Passed,720,Apply DUT Power,0.122
946,2022-03-26T04:27:17.000Z,BRM-DQ1VH63,352C3757,-1,Passed,1787,Apply DUT Power,0.475
947,2022-03-26T04:59:14.000Z,BRM-DQ1VH63,352C3756,-1,Passed,630,Apply DUT Power,0.125
948,2022-03-26T05:10:58.000Z,BRM-DQ1VH63,352C3758,-1,Passed,647,Apply DUT Power,0.119
949,2022-03-26T05:22:11.000Z,BRM-DQ1VH63,352C3759,-1,Passed,651,Apply DUT Power,0.133
950,2022-03-26T05:52:56.000Z,BRM-DQ1VH63,352C3749,-1,Passed,666,Apply DUT Power,0.135
951,2022-03-26T06:05:40.000Z,BRM-DQ1VH63,352C3763,-1,Passed,646,Apply DUT Power,0.122
953,2022-03-26T06:27:48.000Z,BRM-DQ1VH63,352C3773,-1,Passed,621,Apply DUT Power,0.367
956,2022-03-26T06:56:08.000Z,BRM-DQ1VH63,352C3760,-1,Passed,573,Apply DUT Power,0.126
957,2022-03-26T07:12:42.000Z,BRM-DQ1VH63,352C3761,-1,Passed,587,Apply DUT Power,0.13
958,2022-03-26T07:37:23.000Z,BRM-DQ1VH63,352C3762,-1,Passed,735,Apply DUT Power,0.12
959,2022-03-26T07:56:38.000Z,BRM-DQ1VH63,352C3764,-1,Passed,668,Apply DUT Power,0.122
960,2022-03-26T08:08:25.000Z,BRM-DQ1VH63,352C3765,-1,Passed,589,Apply DUT Power,0.122
961,2022-03-26T08:33:56.000Z,BRM-DQ1VH63,352C3766,-1,Passed,1453,Apply DUT Power,0.133
963,2022-03-28T04:30:04.000Z,BRM-DQ1VH63,352C3767,-1,Passed,659,Apply DUT Power,0.123
964,2022-03-28T04:42:25.000Z,BRM-DQ1VH63,352C3768,-1,Passed,648,Apply DUT Power,0.125
965,2022-03-28T04:55:43.000Z,BRM-DQ1VH63,352C3769,-1,Passed,1052,Apply DUT Power,0.467
966,2022-03-28T05:15:51.000Z,BRM-DQ1VH63,352C3770,-1,Passed,824,Apply DUT Power,0.125
967,2022-03-28T05:37:32.000Z,BRM-DQ1VH63,352C3771,-1,Passed,1320,Apply DUT Power,0.135
968,2022-03-28T06:02:43.000Z,BRM-DQ1VH63,352C3772,-1,Passed,869,Apply DUT Power,0.142
970,2022-03-28T06:42:23.000Z,BRM-DQ1VH63,352C3778,-1,Passed,628,Apply DUT Power,0.119
971,2022-03-28T06:54:10.000Z,BRM-DQ1VH63,352C3777,-1,Passed,607,Apply DUT Power,0.123
972,2022-03-28T07:24:06.000Z,BRM-DQ1VH63,352C3774,-1,Passed,870,Apply DUT Power,0.127
973,2022-03-28T07:39:54.000Z,BRM-DQ1VH63,352C3776,-1,Passed,577,Apply DUT Power,0.121
975,2022-03-28T08:28:36.000Z,BRM-DQ1VH63,352C3775,-1,Passed,667,Apply DUT Power,0.126
976,2022-03-28T08:50:15.000Z,BRM-DQ1VH63,352C3783,-1,Passed,614,Apply DUT Power,0.123
977,2022-03-28T09:01:08.000Z,BRM-DQ1VH63,352C3781,-1,Passed,648,Apply DUT Power,0.105
979,2022-03-28T09:19:56.000Z,BRM-DQ1VH63,352C3781,-1,Passed,563,Apply DUT Power,0.12
981,2022-03-28T09:37:07.000Z,BRM-DQ1VH63,352C3782,-1,Passed,956,Apply DUT Power,0.114
982,2022-03-28T10:01:08.000Z,BRM-DQ1VH63,352C3780,-1,Passed,761,Apply DUT Power,0.126
983,2022-03-28T10:15:12.000Z,BRM-DQ1VH63,352C3779,-1,Passed,593,Apply DUT Power,0.136
984,2022-03-28T10:26:56.000Z,BRM-DQ1VH63,352C3784,-1,Passed,681,Apply DUT Power,0.131
985,2022-03-28T10:39:01.000Z,BRM-DQ1VH63,352C3785,-1,Passed,668,Apply DUT Power,0.15
986,2022-03-28T10:50:55.000Z,BRM-DQ1VH63,352C3792,-1,Passed,620,Apply DUT Power,0.44
987,2022-03-28T11:37:38.000Z,BRM-DQ1VH63,352C3791,-1,Passed,1131,Apply DUT Power,0.12
988,2022-03-28T12:14:03.000Z,BRM-DQ1VH63,352C3788,-1,Passed,575,Apply DUT Power,0.135
989,2022-03-28T12:36:05.000Z,BRM-DQ1VH63,352C3787,-1,Passed,711,Apply DUT Power,0.127
990,2022-03-28T12:50:45.000Z,BRM-DQ1VH63,352C3786,-1,Passed,642,Apply DUT Power,0.136
991,2022-03-28T13:03:04.000Z,BRM-DQ1VH63,352C3799,-1,Passed,668,Apply DUT Power,0.119
992,2022-03-28T13:16:16.000Z,BRM-DQ1VH63,352C3793,-1,Passed,684,Apply DUT Power,0.119
993,2022-03-28T13:42:01.000Z,BRM-DQ1VH63,352C3796,-1,Passed,1189,Apply DUT Power,0.125
994,2022-03-28T14:02:28.000Z,BRM-DQ1VH63,352C3797,-1,Passed,688,Apply DUT Power,0.13
995,2022-03-29T03:47:13.000Z,BRM-DQ1VH63,352C3798,-1,Passed,720,Apply DUT Power,0.124
996,2022-03-29T04:00:42.000Z,BRM-DQ1VH63,352C3794,-1,Passed,664,Apply DUT Power,0.124
997,2022-03-29T04:12:15.000Z,BRM-DQ1VH63,352C3789,-1,Failed,629,Apply DUT Power,0.131
999,2022-03-29T04:51:57.000Z,BRM-DQ1VH63,352C3789,-1,Passed,629,Apply DUT Power,0.12
1000,2022-03-29T05:03:36.000Z,BRM-DQ1VH63,352C3802,-1,Passed,725,Apply DUT Power,0.123
